id,time,value
4,2024:11:12 09:23:05,149.1
5,2024:11:12 09:23:05,170.1
1,2024:11:12 09:24:05,369.5
2,2024:11:12 09:24:05,38.6
3,2024:11:12 09:24:05,721.2
4,2024:11:12 09:24:05,420.9
5,2024:11:12 09:24:05,504.5
1,2024:11:12 09:25:05,458.2
2,2024:11:12 09:25:05,330.6
3,2024:11:12 09:25:05,423.4
4,2024:11:12 09:25:05,506.7
5,2024:11:12 09:25:05,214.7
1,2024:11:12 09:26:05,527.2
2,2024:11:12 09:26:05,96.6
3,2024:11:12 09:26:05,5.4
4,2024:11:12 09:26:05,464.5
5,2024:11:12 09:26:05,198.6
1,2024:11:12 09:27:05,372.2
2,2024:11:12 09:27:05,42.1
3,2024:11:12 09:27:05,9.0
4,2024:11:12 09:27:05,8.5
5,2024:11:12 09:27:05,444.2
1,2024:11:12 09:28:05,317.6
2,2024:11:12 09:28:05,63.3
3,2024:11:12 09:28:05,444.2
4,2024:11:12 09:28:05,365.1
5,2024:11:12 09:28:05,441.1
1,2024:11:12 09:29:05,323.5
2,2024:11:12 09:29:05,43.6
3,2024:11:12 09:29:05,444.3
4,2024:11:12 09:29:05,383.9
5,2024:11:12 09:29:05,470.7
1,2024:11:12 09:30:05,604.0
2,2024:11:12 09:30:05,123.3
3,2024:11:12 09:30:05,494.1
4,2024:11:12 09:30:05,451.2
5,2024:11:12 09:30:05,207.8
1,2024:11:12 09:31:05,542.1
2,2024:11:12 09:31:05,115.5
3,2024:11:12 09:31:05,439.5
4,2024:11:12 09:31:05,52.5
5,2024:11:12 09:31:05,67.1
1,2024:11:12 09:32:05,388.0
2,2024:11:12 09:32:05,55.1
3,2024:11:12 09:32:05,50.5
4,2024:11:12 09:32:05,397.3
5,2024:11:12 09:32:05,154.4
1,2024:11:12 09:33:05,515.0
2,2024:11:12 09:33:05,760.6
3,2024:11:12 09:33:05,380.3
4,2024:11:12 09:33:05,55.3
5,2024:11:12 09:33:05,177.0
1,2024:11:12 09:34:05,64.0
2,2024:11:12 09:34:05,54.3
3,2024:11:12 09:34:05,560.8
4,2024:11:12 09:34:05,377.0
5,2024:11:12 09:34:05,162.8
1,2024:11:12 09:35:05,498.0
2,2024:11:12 09:35:05,36.7
3,2024:11:12 09:35:05,46.7
4,2024:11:12 09:35:05,372.5
5,2024:11:12 09:35:05,201.5
1,2024:11:12 09:36:05,0.3
2,2024:11:12 09:36:05,10.2
3,2024:11:12 09:36:05,447.2
4,2024:11:12 09:36:05,217.3
5,2024:11:12 09:36:05,188.8
1,2024:11:12 09:37:05,508.8
2,2024:11:12 09:37:05,366.1
3,2024:11:12 09:37:05,480.1
4,2024:11:12 09:37:05,452.6
5,2024:11:12 09:37:05,186.7
1,2024:11:12 09:38:05,3.4
2,2024:11:12 09:38:05,42.5
3,2024:11:12 09:38:05,534.2
4,2024:11:12 09:38:05,421.9
5,2024:11:12 09:38:05,205.8
1,2024:11:12 09:39:05,453.3
2,2024:11:12 09:39:05,41.0
3,2024:11:12 09:39:05,481.0
4,2024:11:12 09:39:05,363.8
5,2024:11:12 09:39:05,227.2
1,2024:11:12 09:40:05,111.9
2,2024:11:12 09:40:05,36.7
3,2024:11:12 09:40:05,355.0
4,2024:11:12 09:40:05,350.9
5,2024:11:12 09:40:05,186.3
1,2024:11:12 09:41:05,534.7
2,2024:11:12 09:41:05,37.3
3,2024:11:12 09:41:05,529.6
4,2024:11:12 09:41:05,361.4
5,2024:11:12 09:41:05,543.9
1,2024:11:12 09:42:05,558.5
2,2024:11:12 09:42:05,7.0
3,2024:11:12 09:42:05,514.4
4,2024:11:12 09:42:05,352.6
5,2024:11:12 09:42:05,206.9
1,2024:11:12 09:43:05,115.3
2,2024:11:12 09:43:05,314.4
3,2024:11:12 09:43:05,10.9
4,2024:11:12 09:43:05,414.9
5,2024:11:12 09:43:05,511.5
1,2024:11:12 09:44:05,455.4
2,2024:11:12 09:44:05,37.2
3,2024:11:12 09:44:05,35.7
4,2024:11:12 09:44:05,458.5
5,2024:11:12 09:44:05,753.2
1,2024:11:12 09:45:05,525.1
2,2024:11:12 09:45:05,36.1
3,2024:11:12 09:45:05,3.9
4,2024:11:12 09:45:05,364.9
5,2024:11:12 09:45:05,712.0
1,2024:11:12 09:46:05,1.0
2,2024:11:12 09:46:05,39.2
3,2024:11:12 09:46:05,471.1
4,2024:11:12 09:46:05,71.6
5,2024:11:12 09:46:05,773.3
1,2024:11:12 09:47:05,462.6
2,2024:11:12 09:47:05,46.4
3,2024:11:12 09:47:05,484.9
4,2024:11:12 09:47:05,469.9
5,2024:11:12 09:47:05,227.6
1,2024:11:12 09:48:05,520.9
2,2024:11:12 09:48:05,41.2
3,2024:11:12 09:48:05,419.4
4,2024:11:12 09:48:05,544.3
5,2024:11:12 09:48:05,2.2
1,2024:11:12 09:49:05,122.5
2,2024:11:12 09:49:05,643.3
3,2024:11:12 09:49:05,488.1
4,2024:11:12 09:49:05,548.4
5,2024:11:12 09:49:05,46.0
1,2024:11:12 09:50:05,61.5
2,2024:11:12 09:50:05,36.0
3,2024:11:12 09:50:05,462.3
4,2024:11:12 09:50:05,399.8
5,2024:11:12 09:50:05,160.0
1,2024:11:12 09:51:05,362.4
2,2024:11:12 09:51:05,43.3
3,2024:11:12 09:51:05,512.3
4,2024:11:12 09:51:05,392.9
5,2024:11:12 09:51:05,159.6
1,2024:11:12 09:52:05,429.1
2,2024:11:12 09:52:05,51.6
3,2024:11:12 09:52:05,658.7
4,2024:11:12 09:52:05,386.8
5,2024:11:12 09:52:05,173.7
1,2024:11:12 09:53:05,294.2
2,2024:11:12 09:53:05,49.4
3,2024:11:12 09:53:05,52.4
4,2024:11:12 09:53:05,683.5
5,2024:11:12 09:53:05,779.7
1,2024:11:12 09:54:05,756.8
2,2024:11:12 09:54:05,9.0
3,2024:11:12 09:54:05,424.0
4,2024:11:12 09:54:05,494.4
5,2024:11:12 09:54:05,166.8
1,2024:11:12 09:55:05,470.5
2,2024:11:12 09:55:05,11.2
3,2024:11:12 09:55:05,710.2
4,2024:11:12 09:55:05,453.1
5,2024:11:12 09:55:05,49.4
1,2024:11:12 09:56:05,237.7
2,2024:11:12 09:56:05,50.1
3,2024:11:12 09:56:05,424.8
4,2024:11:12 09:56:05,409.1
5,2024:11:12 09:56:05,124.1
1,2024:11:12 09:57:05,365.1
2,2024:11:12 09:57:05,9.0
3,2024:11:12 09:57:05,3.7
4,2024:11:12 09:57:05,488.0
5,2024:11:12 09:57:05,188.0
1,2024:11:12 09:58:05,696.6
2,2024:11:12 09:58:05,39.0
3,2024:11:12 09:58:05,11.9
4,2024:11:12 09:58:05,468.9
5,2024:11:12 09:58:05,159.1
1,2024:11:12 09:59:05,401.6
2,2024:11:12 09:59:05,41.6
3,2024:11:12 09:59:05,405.4
4,2024:11:12 09:59:05,483.7
5,2024:11:12 09:59:05,204.0
1,2024:11:12 10:00:05,424.9
2,2024:11:12 10:00:05,47.3
3,2024:11:12 10:00:05,547.5
4,2024:11:12 10:00:05,404.5
5,2024:11:12 10:00:05,147.6
1,2024:11:12 10:01:05,485.4
2,2024:11:12 10:01:05,285.3
3,2024:11:12 10:01:05,549.1
4,2024:11:12 10:01:05,432.0
5,2024:11:12 10:01:05,186.1
1,2024:11:12 10:02:05,127.6
2,2024:11:12 10:02:05,36.1
3,2024:11:12 10:02:05,517.1
4,2024:11:12 10:02:05,419.6
5,2024:11:12 10:02:05,551.5
1,2024:11:12 10:03:05,72.4
2,2024:11:12 10:03:05,78.8
3,2024:11:12 10:03:05,49.5
4,2024:11:12 10:03:05,383.0
5,2024:11:12 10:03:05,672.1
1,2024:11:12 10:04:05,420.9
2,2024:11:12 10:04:05,3.7
3,2024:11:12 10:04:05,519.8
4,2024:11:12 10:04:05,413.3
5,2024:11:12 10:04:05,156.3
1,2024:11:12 10:05:05,385.1
2,2024:11:12 10:05:05,77.8
3,2024:11:12 10:05:05,199.7
4,2024:11:12 10:05:05,40.2
5,2024:11:12 10:05:05,246.3
1,2024:11:12 10:06:05,383.7
2,2024:11:12 10:06:05,51.7
3,2024:11:12 10:06:05,548.0
4,2024:11:12 10:06:05,138.6
5,2024:11:12 10:06:05,203.8
1,2024:11:12 10:07:05,433.6
2,2024:11:12 10:07:05,621.1
3,2024:11:12 10:07:05,556.2
4,2024:11:12 10:07:05,433.4
5,2024:11:12 10:07:05,193.8
1,2024:11:12 10:08:05,401.0
2,2024:11:12 10:08:05,45.4
3,2024:11:12 10:08:05,382.1
4,2024:11:12 10:08:05,380.7
5,2024:11:12 10:08:05,182.5
1,2024:11:12 10:09:05,544.7
2,2024:11:12 10:09:05,43.5
3,2024:11:12 10:09:05,464.2
4,2024:11:12 10:09:05,92.0
5,2024:11:12 10:09:05,455.7
1,2024:11:12 10:10:05,359.4
2,2024:11:12 10:10:05,112.2
3,2024:11:12 10:10:05,211.4
4,2024:11:12 10:10:05,479.9
5,2024:11:12 10:10:05,249.3
1,2024:11:12 10:11:05,390.1
2,2024:11:12 10:11:05,170.9
3,2024:11:12 10:11:05,393.3
4,2024:11:12 10:11:05,427.6
5,2024:11:12 10:11:05,247.6
1,2024:11:12 10:12:05,367.1
2,2024:11:12 10:12:05,708.6
3,2024:11:12 10:12:05,363.4
4,2024:11:12 10:12:05,478.4
5,2024:11:12 10:12:05,203.0
1,2024:11:12 10:13:05,36.3
2,2024:11:12 10:13:05,46.5
3,2024:11:12 10:13:05,403.9
4,2024:11:12 10:13:05,82.1
5,2024:11:12 10:13:05,206.0
1,2024:11:12 10:14:05,460.0
2,2024:11:12 10:14:05,54.5
3,2024:11:12 10:14:05,35.8
4,2024:11:12 10:14:05,378.2
5,2024:11:12 10:14:05,151.7
1,2024:11:12 10:15:05,427.8
2,2024:11:12 10:15:05,54.7
3,2024:11:12 10:15:05,35.7
4,2024:11:12 10:15:05,421.8
5,2024:11:12 10:15:05,171.2
1,2024:11:12 10:16:05,497.6
2,2024:11:12 10:16:05,47.9
3,2024:11:12 10:16:05,486.8
4,2024:11:12 10:16:05,93.1
5,2024:11:12 10:16:05,195.4
1,2024:11:12 10:17:05,142.5
2,2024:11:12 10:17:05,38.0
3,2024:11:12 10:17:05,10.7
4,2024:11:12 10:17:05,436.4
5,2024:11:12 10:17:05,167.9
1,2024:11:12 10:18:05,669.8
2,2024:11:12 10:18:05,41.9
3,2024:11:12 10:18:05,3.3
4,2024:11:12 10:18:05,585.8
5,2024:11:12 10:18:05,156.9
1,2024:11:12 10:19:05,263.4
2,2024:11:12 10:19:05,3.9
3,2024:11:12 10:19:05,53.2
4,2024:11:12 10:19:05,598.7
5,2024:11:12 10:19:05,239.9
1,2024:11:12 10:20:05,512.5
2,2024:11:12 10:20:05,53.6
3,2024:11:12 10:20:05,483.7
4,2024:11:12 10:20:05,720.6
5,2024:11:12 10:20:05,151.0
1,2024:11:12 10:21:05,416.7
2,2024:11:12 10:21:05,579.1
3,2024:11:12 10:21:05,548.3
4,2024:11:12 10:21:05,369.2
5,2024:11:12 10:21:05,439.5
1,2024:11:12 10:22:05,371.1
2,2024:11:12 10:22:05,92.2
3,2024:11:12 10:22:05,8.4
4,2024:11:12 10:22:05,518.2
5,2024:11:12 10:22:05,226.0
1,2024:11:12 10:23:05,499.2
2,2024:11:12 10:23:05,38.9
3,2024:11:12 10:23:05,371.0
4,2024:11:12 10:23:05,92.3
5,2024:11:12 10:23:05,773.8
1,2024:11:12 10:24:05,736.6
2,2024:11:12 10:24:05,789.8
3,2024:11:12 10:24:05,358.9
4,2024:11:12 10:24:05,44.3
5,2024:11:12 10:24:05,674.0
1,2024:11:12 10:25:05,733.2
2,2024:11:12 10:25:05,53.6
3,2024:11:12 10:25:05,507.6
4,2024:11:12 10:25:05,666.4
5,2024:11:12 10:25:05,188.4
1,2024:11:12 10:26:05,365.7
2,2024:11:12 10:26:05,4.0
3,2024:11:12 10:26:05,48.1
4,2024:11:12 10:26:05,135.5
5,2024:11:12 10:26:05,215.8
1,2024:11:12 10:27:05,371.5
2,2024:11:12 10:27:05,40.1
3,2024:11:12 10:27:05,370.9
4,2024:11:12 10:27:05,395.2
5,2024:11:12 10:27:05,53.4
1,2024:11:12 10:28:05,70.1
2,2024:11:12 10:28:05,51.8
3,2024:11:12 10:28:05,542.1
4,2024:11:12 10:28:05,452.1
5,2024:11:12 10:28:05,182.0
1,2024:11:12 10:29:05,512.8
2,2024:11:12 10:29:05,39.7
3,2024:11:12 10:29:05,470.2
4,2024:11:12 10:29:05,608.1
5,2024:11:12 10:29:05,512.1
1,2024:11:12 10:30:05,221.8
2,2024:11:12 10:30:05,54.6
3,2024:11:12 10:30:05,396.3
4,2024:11:12 10:30:05,726.4
5,2024:11:12 10:30:05,155.8
1,2024:11:12 10:31:05,514.9
2,2024:11:12 10:31:05,52.0
3,2024:11:12 10:31:05,49.5
4,2024:11:12 10:31:05,56.5
5,2024:11:12 10:31:05,169.7
1,2024:11:12 10:32:05,219.3
2,2024:11:12 10:32:05,105.4
3,2024:11:12 10:32:05,532.8
4,2024:11:12 10:32:05,385.7
5,2024:11:12 10:32:05,7.1
1,2024:11:12 10:33:05,394.2
2,2024:11:12 10:33:05,306.0
3,2024:11:12 10:33:05,451.4
4,2024:11:12 10:33:05,724.6
5,2024:11:12 10:33:05,53.5
1,2024:11:12 10:34:05,455.5
2,2024:11:12 10:34:05,133.4
3,2024:11:12 10:34:05,497.6
4,2024:11:12 10:34:05,697.4
5,2024:11:12 10:34:05,231.3
1,2024:11:12 10:35:05,101.7
2,2024:11:12 10:35:05,40.9
3,2024:11:12 10:35:05,458.3
4,2024:11:12 10:35:05,491.2
5,2024:11:12 10:35:05,212.6
1,2024:11:12 10:36:05,776.0
2,2024:11:12 10:36:05,53.3
3,2024:11:12 10:36:05,411.2
4,2024:11:12 10:36:05,519.9
5,2024:11:12 10:36:05,210.6
1,2024:11:12 10:37:05,341.9
2,2024:11:12 10:37:05,111.9
3,2024:11:12 10:37:05,363.4
4,2024:11:12 10:37:05,485.8
5,2024:11:12 10:37:05,246.1
1,2024:11:12 10:38:05,769.6
2,2024:11:12 10:38:05,50.9
3,2024:11:12 10:38:05,44.2
4,2024:11:12 10:38:05,49.4
5,2024:11:12 10:38:05,235.2
1,2024:11:12 10:39:05,420.8
2,2024:11:12 10:39:05,53.1
3,2024:11:12 10:39:05,650.2
4,2024:11:12 10:39:05,364.7
5,2024:11:12 10:39:05,36.7
1,2024:11:12 10:40:05,780.8
2,2024:11:12 10:40:05,67.4
3,2024:11:12 10:40:05,541.3
4,2024:11:12 10:40:05,386.7
5,2024:11:12 10:40:05,37.5
1,2024:11:12 10:41:05,376.3
2,2024:11:12 10:41:05,44.9
3,2024:11:12 10:41:05,474.9
4,2024:11:12 10:41:05,415.9
5,2024:11:12 10:41:05,83.4
1,2024:11:12 10:42:05,521.7
2,2024:11:12 10:42:05,6.9
3,2024:11:12 10:42:05,526.7
4,2024:11:12 10:42:05,53.0
5,2024:11:12 10:42:05,216.0
1,2024:11:12 10:43:05,443.9
2,2024:11:12 10:43:05,52.9
3,2024:11:12 10:43:05,9.7
4,2024:11:12 10:43:05,42.0
5,2024:11:12 10:43:05,231.8
1,2024:11:12 10:44:05,415.6
2,2024:11:12 10:44:05,44.7
3,2024:11:12 10:44:05,10.8
4,2024:11:12 10:44:05,403.0
5,2024:11:12 10:44:05,366.5
1,2024:11:12 10:45:05,260.8
2,2024:11:12 10:45:05,610.7
3,2024:11:12 10:45:05,540.1
4,2024:11:12 10:45:05,549.7
5,2024:11:12 10:45:05,44.2
1,2024:11:12 10:46:05,504.9
2,2024:11:12 10:46:05,47.8
3,2024:11:12 10:46:05,696.6
4,2024:11:12 10:46:05,366.8
5,2024:11:12 10:46:05,73.2
1,2024:11:12 10:47:05,374.2
2,2024:11:12 10:47:05,40.0
3,2024:11:12 10:47:05,614.0
4,2024:11:12 10:47:05,393.0
5,2024:11:12 10:47:05,153.6
1,2024:11:12 10:48:05,456.5
2,2024:11:12 10:48:05,43.3
3,2024:11:12 10:48:05,44.6
4,2024:11:12 10:48:05,475.6
5,2024:11:12 10:48:05,226.3
1,2024:11:12 10:49:05,144.7
2,2024:11:12 10:49:05,699.7
3,2024:11:12 10:49:05,369.3
4,2024:11:12 10:49:05,780.9
5,2024:11:12 10:49:05,235.5
1,2024:11:12 10:50:05,494.0
2,2024:11:12 10:50:05,111.0
3,2024:11:12 10:50:05,48.3
4,2024:11:12 10:50:05,45.3
5,2024:11:12 10:50:05,214.3
1,2024:11:12 10:51:05,278.0
2,2024:11:12 10:51:05,40.6
3,2024:11:12 10:51:05,44.6
4,2024:11:12 10:51:05,354.9
5,2024:11:12 10:51:05,239.9
1,2024:11:12 10:52:05,631.4
2,2024:11:12 10:52:05,41.6
3,2024:11:12 10:52:05,688.9
4,2024:11:12 10:52:05,516.0
5,2024:11:12 10:52:05,39.1
1,2024:11:12 10:53:05,370.1
2,2024:11:12 10:53:05,47.9
3,2024:11:12 10:53:05,395.3
4,2024:11:12 10:53:05,553.4
5,2024:11:12 10:53:05,229.6
1,2024:11:12 10:54:05,522.3
2,2024:11:12 10:54:05,35.7
3,2024:11:12 10:54:05,429.9
4,2024:11:12 10:54:05,148.6
5,2024:11:12 10:54:05,52.7
1,2024:11:12 10:55:05,735.6
2,2024:11:12 10:55:05,638.2
3,2024:11:12 10:55:05,7.0
4,2024:11:12 10:55:05,423.8
5,2024:11:12 10:55:05,227.3
1,2024:11:12 10:56:05,324.6
2,2024:11:12 10:56:05,41.5
3,2024:11:12 10:56:05,443.7
4,2024:11:12 10:56:05,357.4
5,2024:11:12 10:56:05,210.1
1,2024:11:12 10:57:05,371.7
2,2024:11:12 10:57:05,47.7
3,2024:11:12 10:57:05,457.5
4,2024:11:12 10:57:05,44.4
5,2024:11:12 10:57:05,171.7
1,2024:11:12 10:58:05,490.0
2,2024:11:12 10:58:05,35.8
3,2024:11:12 10:58:05,209.3
4,2024:11:12 10:58:05,443.0
5,2024:11:12 10:58:05,442.2
1,2024:11:12 10:59:05,234.1
2,2024:11:12 10:59:05,53.2
3,2024:11:12 10:59:05,459.6
4,2024:11:12 10:59:05,496.3
5,2024:11:12 10:59:05,194.5
1,2024:11:12 11:00:05,119.0
2,2024:11:12 11:00:05,46.5
3,2024:11:12 11:00:05,7.3
4,2024:11:12 11:00:05,431.5
5,2024:11:12 11:00:05,187.4
1,2024:11:12 11:01:05,76.1
2,2024:11:12 11:01:05,50.6
3,2024:11:12 11:01:05,490.7
4,2024:11:12 11:01:05,429.2
5,2024:11:12 11:01:05,179.3
1,2024:11:12 11:02:05,279.8
2,2024:11:12 11:02:05,106.6
3,2024:11:12 11:02:05,257.5
4,2024:11:12 11:02:05,353.4
5,2024:11:12 11:02:05,170.7
1,2024:11:12 11:03:05,550.3
2,2024:11:12 11:03:05,39.9
3,2024:11:12 11:03:05,362.5
4,2024:11:12 11:03:05,454.3
5,2024:11:12 11:03:05,158.8
1,2024:11:12 11:04:05,407.5
2,2024:11:12 11:04:05,37.7
3,2024:11:12 11:04:05,379.6
4,2024:11:12 11:04:05,544.0
5,2024:11:12 11:04:05,225.5
1,2024:11:12 11:05:05,415.0
2,2024:11:12 11:05:05,75.3
3,2024:11:12 11:05:05,453.1
4,2024:11:12 11:05:05,612.2
5,2024:11:12 11:05:05,164.6
1,2024:11:12 11:06:05,80.0
2,2024:11:12 11:06:05,48.0
3,2024:11:12 11:06:05,541.7
4,2024:11:12 11:06:05,591.3
5,2024:11:12 11:06:05,225.2
1,2024:11:12 11:07:05,341.0
2,2024:11:12 11:07:05,46.3
3,2024:11:12 11:07:05,364.0
4,2024:11:12 11:07:05,449.3
5,2024:11:12 11:07:05,528.8
1,2024:11:12 11:08:05,531.7
2,2024:11:12 11:08:05,760.2
3,2024:11:12 11:08:05,530.6
4,2024:11:12 11:08:05,610.5
5,2024:11:12 11:08:05,180.7
1,2024:11:12 11:09:05,471.2
2,2024:11:12 11:09:05,331.6
3,2024:11:12 11:09:05,537.4
4,2024:11:12 11:09:05,530.8
5,2024:11:12 11:09:05,150.8
1,2024:11:12 11:10:05,545.0
2,2024:11:12 11:10:05,630.2
3,2024:11:12 11:10:05,36.1
4,2024:11:12 11:10:05,5.6
5,2024:11:12 11:10:05,181.2
1,2024:11:12 11:11:05,432.6
2,2024:11:12 11:11:05,38.1
3,2024:11:12 11:11:05,57.1
4,2024:11:12 11:11:05,521.6
5,2024:11:12 11:11:05,570.4
1,2024:11:12 11:12:05,508.9
2,2024:11:12 11:12:05,3.1
3,2024:11:12 11:12:05,11.6
4,2024:11:12 11:12:05,351.4
5,2024:11:12 11:12:05,201.6
1,2024:11:12 11:13:05,732.8
2,2024:11:12 11:13:05,553.1
3,2024:11:12 11:13:05,405.5
4,2024:11:12 11:13:05,483.6
5,2024:11:12 11:13:05,691.2
1,2024:11:12 11:14:05,71.5
2,2024:11:12 11:14:05,50.9
3,2024:11:12 11:14:05,509.3
4,2024:11:12 11:14:05,528.8
5,2024:11:12 11:14:05,44.0
1,2024:11:12 11:15:05,450.0
2,2024:11:12 11:15:05,41.4
3,2024:11:12 11:15:05,537.6
4,2024:11:12 11:15:05,375.5
5,2024:11:12 11:15:05,212.6
1,2024:11:12 11:16:05,92.4
2,2024:11:12 11:16:05,39.2
3,2024:11:12 11:16:05,490.7
4,2024:11:12 11:16:05,752.9
5,2024:11:12 11:16:05,186.6
1,2024:11:12 11:17:05,512.9
2,2024:11:12 11:17:05,601.4
3,2024:11:12 11:17:05,8.5
4,2024:11:12 11:17:05,356.4
5,2024:11:12 11:17:05,574.1
1,2024:11:12 11:18:05,398.2
2,2024:11:12 11:18:05,10.5
3,2024:11:12 11:18:05,767.1
4,2024:11:12 11:18:05,371.1
5,2024:11:12 11:18:05,174.6
1,2024:11:12 11:19:05,434.7
2,2024:11:12 11:19:05,617.4
3,2024:11:12 11:19:05,438.9
4,2024:11:12 11:19:05,469.5
5,2024:11:12 11:19:05,362.4
1,2024:11:12 11:20:05,294.2
2,2024:11:12 11:20:05,41.4
3,2024:11:12 11:20:05,429.9
4,2024:11:12 11:20:05,137.1
5,2024:11:12 11:20:05,44.7
1,2024:11:12 11:21:05,504.2
2,2024:11:12 11:21:05,683.8
3,2024:11:12 11:21:05,732.2
4,2024:11:12 11:21:05,70.8
5,2024:11:12 11:21:05,185.0
1,2024:11:12 11:22:05,461.5
2,2024:11:12 11:22:05,588.7
3,2024:11:12 11:22:05,409.1
4,2024:11:12 11:22:05,525.7
5,2024:11:12 11:22:05,179.5
1,2024:11:12 11:23:05,430.9
2,2024:11:12 11:23:05,45.4
3,2024:11:12 11:23:05,375.6
4,2024:11:12 11:23:05,356.0
5,2024:11:12 11:23:05,340.4
1,2024:11:12 11:24:05,210.8
2,2024:11:12 11:24:05,48.1
3,2024:11:12 11:24:05,359.5
4,2024:11:12 11:24:05,520.4
5,2024:11:12 11:24:05,152.4
1,2024:11:12 11:25:05,388.9
2,2024:11:12 11:25:05,45.2
3,2024:11:12 11:25:05,510.9
4,2024:11:12 11:25:05,108.6
5,2024:11:12 11:25:05,42.8
1,2024:11:12 11:26:05,528.0
2,2024:11:12 11:26:05,36.8
3,2024:11:12 11:26:05,359.7
4,2024:11:12 11:26:05,541.3
5,2024:11:12 11:26:05,230.1
1,2024:11:12 11:27:05,526.4
2,2024:11:12 11:27:05,694.7
3,2024:11:12 11:27:05,502.5
4,2024:11:12 11:27:05,367.0
5,2024:11:12 11:27:05,187.2
1,2024:11:12 11:28:05,402.0
2,2024:11:12 11:28:05,45.6
3,2024:11:12 11:28:05,745.8
4,2024:11:12 11:28:05,325.3
5,2024:11:12 11:28:05,214.6
1,2024:11:12 11:29:05,429.0
2,2024:11:12 11:29:05,4.8
3,2024:11:12 11:29:05,444.8
4,2024:11:12 11:29:05,412.5
5,2024:11:12 11:29:05,194.5
1,2024:11:12 11:30:05,764.8
2,2024:11:12 11:30:05,80.9
3,2024:11:12 11:30:05,427.1
4,2024:11:12 11:30:05,39.2
5,2024:11:12 11:30:05,614.0
1,2024:11:12 11:31:05,521.6
2,2024:11:12 11:31:05,55.2
3,2024:11:12 11:31:05,353.7
4,2024:11:12 11:31:05,440.7
5,2024:11:12 11:31:05,365.8
1,2024:11:12 11:32:05,365.1
2,2024:11:12 11:32:05,54.2
3,2024:11:12 11:32:05,11.3
4,2024:11:12 11:32:05,38.2
5,2024:11:12 11:32:05,88.1
1,2024:11:12 11:33:05,523.3
2,2024:11:12 11:33:05,169.5
3,2024:11:12 11:33:05,175.6
4,2024:11:12 11:33:05,417.4
5,2024:11:12 11:33:05,238.5
1,2024:11:12 11:34:05,419.6
2,2024:11:12 11:34:05,7.6
3,2024:11:12 11:34:05,7.5
4,2024:11:12 11:34:05,464.4
5,2024:11:12 11:34:05,154.0
1,2024:11:12 11:35:05,462.3
2,2024:11:12 11:35:05,51.5
3,2024:11:12 11:35:05,390.7
4,2024:11:12 11:35:05,494.8
5,2024:11:12 11:35:05,153.0
1,2024:11:12 11:36:05,125.2
2,2024:11:12 11:36:05,199.5
3,2024:11:12 11:36:05,402.7
4,2024:11:12 11:36:05,437.7
5,2024:11:12 11:36:05,156.7
1,2024:11:12 11:37:05,493.6
2,2024:11:12 11:37:05,150.3
3,2024:11:12 11:37:05,439.0
4,2024:11:12 11:37:05,363.8
5,2024:11:12 11:37:05,209.2
1,2024:11:12 11:38:05,86.4
2,2024:11:12 11:38:05,39.3
3,2024:11:12 11:38:05,512.4
4,2024:11:12 11:38:05,416.0
5,2024:11:12 11:38:05,467.1
1,2024:11:12 11:39:05,254.5
2,2024:11:12 11:39:05,42.1
3,2024:11:12 11:39:05,547.2
4,2024:11:12 11:39:05,532.1
5,2024:11:12 11:39:05,176.5
1,2024:11:12 11:40:05,87.9
2,2024:11:12 11:40:05,117.2
3,2024:11:12 11:40:05,532.4
4,2024:11:12 11:40:05,533.8
5,2024:11:12 11:40:05,208.6
1,2024:11:12 11:41:05,468.0
2,2024:11:12 11:41:05,285.1
3,2024:11:12 11:41:05,791.3
4,2024:11:12 11:41:05,8.6
5,2024:11:12 11:41:05,211.2
1,2024:11:12 11:42:05,481.9
2,2024:11:12 11:42:05,47.5
3,2024:11:12 11:42:05,374.4
4,2024:11:12 11:42:05,84.8
5,2024:11:12 11:42:05,39.3
1,2024:11:12 11:43:05,431.2
2,2024:11:12 11:43:05,260.1
3,2024:11:12 11:43:05,422.4
4,2024:11:12 11:43:05,416.2
5,2024:11:12 11:43:05,232.3
1,2024:11:12 11:44:05,396.5
2,2024:11:12 11:44:05,36.2
3,2024:11:12 11:44:05,221.9
4,2024:11:12 11:44:05,227.0
5,2024:11:12 11:44:05,229.9
1,2024:11:12 11:45:05,41.6
2,2024:11:12 11:45:05,5.6
3,2024:11:12 11:45:05,402.6
4,2024:11:12 11:45:05,781.1
5,2024:11:12 11:45:05,191.5
1,2024:11:12 11:46:05,410.9
2,2024:11:12 11:46:05,42.1
3,2024:11:12 11:46:05,512.1
4,2024:11:12 11:46:05,127.2
5,2024:11:12 11:46:05,177.3
1,2024:11:12 11:47:05,473.5
2,2024:11:12 11:47:05,57.4
3,2024:11:12 11:47:05,501.1
4,2024:11:12 11:47:05,617.9
5,2024:11:12 11:47:05,243.2
1,2024:11:12 11:48:05,355.2
2,2024:11:12 11:48:05,42.5
3,2024:11:12 11:48:05,44.9
4,2024:11:12 11:48:05,424.6
5,2024:11:12 11:48:05,235.5
1,2024:11:12 11:49:05,122.4
2,2024:11:12 11:49:05,5.4
3,2024:11:12 11:49:05,6.3
4,2024:11:12 11:49:05,62.5
5,2024:11:12 11:49:05,731.5
1,2024:11:12 11:50:05,501.1
2,2024:11:12 11:50:05,44.8
3,2024:11:12 11:50:05,545.1
4,2024:11:12 11:50:05,49.1
